NHGISCODE,GJOIN1970,GJOIN1980,GJOIN1990,GJOIN2000,GJOIN2010,GJOIN2012,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2012,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA125,AV0AA125M
"G4100050023200","G41000500232","G41000500232","G41000500232",,,,"Oregon","41","410","Clackamas County","005","0050","023200","Tract  232","State: 41 County: 005 Tract: 232","Tract 232",,,,3378,6247,8328,,,,
"G4100050023201",,,,"G4100050023201","G4100050023201","G4100050023201","Oregon","41","410","Clackamas County","005","0050","023201",,,,"Census Tract 232.01","Census Tract 232.01","Census Tract 232.01, Clackamas County, Oregon",,,,4391,4283,4354,321
"G4100050023202",,,,"G4100050023202","G4100050023202","G4100050023202","Oregon","41","410","Clackamas County","005","0050","023202",,,,"Census Tract 232.02","Census Tract 232.02","Census Tract 232.02, Clackamas County, Oregon",,,,4631,6487,6273,400
"G4100050023300","G41000500233","G41000500233","G41000500233","G4100050023300","G4100050023300","G4100050023300","Oregon","41","410","Clackamas County","005","0050","023300","Tract  233","State: 41 County: 005 Tract: 233","Tract 233","Census Tract 233","Census Tract 233","Census Tract 233, Clackamas County, Oregon",3327,4519,4734,4701,4931,4765,466
"G4100050023400","G41000500234",,,,,,"Oregon","41","410","Clackamas County","005","0050","023400","Tract  234",,,,,,5220,,,,,,
"G4100050023401",,"G4100050023401","G4100050023401","G4100050023401","G4100050023401","G4100050023401","Oregon","41","410","Clackamas County","005","0050","023401",,"State: 41 County: 005 Tract: 234.01","Tract 234.01","Census Tract 234.01","Census Tract 234.01","Census Tract 234.01, Clackamas County, Oregon",,3909,4314,4375,4416,4229,354
"G4100050023402",,"G4100050023402","G4100050023402","G4100050023402",,,"Oregon","41","410","Clackamas County","005","0050","023402",,"State: 41 County: 005 Tract: 234.02","Tract 234.02","Census Tract 234.02",,,,4463,5574,6772,,,
"G4100050023403",,,,,"G4100050023403","G4100050023403","Oregon","41","410","Clackamas County","005","0050","023403",,,,,"Census Tract 234.03","Census Tract 234.03, Clackamas County, Oregon",,,,,4931,4527,313
"G4100050023404",,,,,"G4100050023404","G4100050023404","Oregon","41","410","Clackamas County","005","0050","023404",,,,,"Census Tract 234.04","Census Tract 234.04, Clackamas County, Oregon",,,,,5685,5583,385
"G4100050023500","G41000500235","G41000500235","G41000500235","G4100050023500","G4100050023500","G4100050023500","Oregon","41","410","Clackamas County","005","0050","023500","Tract  235","State: 41 County: 005 Tract: 235","Tract 235","Census Tract 235","Census Tract 235","Census Tract 235, Clackamas County, Oregon",2735,5081,5914,6047,5785,5948,548
"G4100050023600","G41000500236","G41000500236","G41000500236","G4100050023600","G4100050023600","G4100050023600","Oregon","41","410","Clackamas County","005","0050","023600","Tract  236","State: 41 County: 005 Tract: 236","Tract 236","Census Tract 236","Census Tract 236","Census Tract 236, Clackamas County, Oregon",1784,3222,3655,3833,3840,4243,418
"G4100050023700","G41000500237","G41000500237","G41000500237","G4100050023700","G4100050023700","G4100050023700","Oregon","41","410","Clackamas County","005","0050","023700","Tract  237","State: 41 County: 005 Tract: 237","Tract 237","Census Tract 237","Census Tract 237","Census Tract 237, Clackamas County, Oregon",2670,4394,4499,4521,4637,5359,416
"G4100050023800","G41000500238","G41000500238","G41000500238","G4100050023800","G4100050023800","G4100050023800","Oregon","41","410","Clackamas County","005","0050","023800","Tract  238","State: 41 County: 005 Tract: 238","Tract 238","Census Tract 238","Census Tract 238","Census Tract 238, Clackamas County, Oregon",4233,6795,7081,6645,6414,6962,562
"G4100050023900","G41000500239","G41000500239","G41000500239","G4100050023900",,,"Oregon","41","410","Clackamas County","005","0050","023900","Tract  239","State: 41 County: 005 Tract: 239","Tract 239","Census Tract 239",,,3442,4766,5349,7293,,,
"G4100050023901",,,,,"G4100050023901","G4100050023901","Oregon","41","410","Clackamas County","005","0050","023901",,,,,"Census Tract 239.01","Census Tract 239.01, Clackamas County, Oregon",,,,,5065,5000,379
"G4100050023902",,,,,"G4100050023902","G4100050023902","Oregon","41","410","Clackamas County","005","0050","023902",,,,,"Census Tract 239.02","Census Tract 239.02, Clackamas County, Oregon",,,,,4832,4703,466
"G4100050024000","G41000500240","G41000500240","G41000500240","G4100050024000","G4100050024000","G4100050024000","Oregon","41","410","Clackamas County","005","0050","024000","Tract  240","State: 41 County: 005 Tract: 240","Tract 240","Census Tract 240","Census Tract 240","Census Tract 240, Clackamas County, Oregon",1284,2243,2489,3137,2844,2984,399
"G4100050024100","G41000500241","G41000500241","G41000500241","G4100050024100","G4100050024100","G4100050024100","Oregon","41","410","Clackamas County","005","0050","024100","Tract  241","State: 41 County: 005 Tract: 241","Tract 241","Census Tract 241","Census Tract 241","Census Tract 241, Clackamas County, Oregon",2530,4468,4586,5024,4968,4788,321
"G4100050024200","G41000500242","G41000500242","G41000500242","G4100050024200","G4100050024200","G4100050024200","Oregon","41","410","Clackamas County","005","0050","024200","Tract  242","State: 41 County: 005 Tract: 242","Tract 242","Census Tract 242","Census Tract 242","Census Tract 242, Clackamas County, Oregon",3435,4472,5089,5651,5529,6251,656
"G4100050024300","G41000500243","G41000500243",,,,,"Oregon","41","410","Clackamas County","005","0050","024300","Tract  243","State: 41 County: 005 Tract: 243",,,,,3976,7547,,,,,
"G4100050024301",,,"G4100050024301","G4100050024301",,,"Oregon","41","410","Clackamas County","005","0050","024301",,,"Tract 243.01","Census Tract 243.01",,,,,3925,5570,,,
"G4100050024302",,,"G4100050024302","G4100050024302","G4100050024302","G4100050024302","Oregon","41","410","Clackamas County","005","0050","024302",,,"Tract 243.02","Census Tract 243.02","Census Tract 243.02","Census Tract 243.02, Clackamas County, Oregon",,,4441,4880,4959,4330,477
"G4100050024303",,,,,"G4100050024303","G4100050024303","Oregon","41","410","Clackamas County","005","0050","024303",,,,,"Census Tract 243.03","Census Tract 243.03, Clackamas County, Oregon",,,,,3191,3053,481
"G4100050024304",,,,,"G4100050024304","G4100050024304","Oregon","41","410","Clackamas County","005","0050","024304",,,,,"Census Tract 243.04","Census Tract 243.04, Clackamas County, Oregon",,,,,2450,1921,306
"G4100050024400",,,,,"G4100050024400","G4100050024400","Oregon","41","410","Clackamas County","005","0050","024400",,,,,"Census Tract 244.00","Census Tract 244, Clackamas County, Oregon",,,,,6400,6455,491
"G4100050980000",,,,,"G4100050980000","G4100050980000","Oregon","41","410","Clackamas County","005","0050","980000",,,,,"Census Tract 9800","Census Tract 9800, Clackamas County, Oregon",,,,,297,237,122
"G4100070950100",,,"G41000709501","G4100070950100","G4100070950100","G4100070950100","Oregon","41","410","Clatsop County","007","0070","950100",,,"BNA 9501","Census Tract 9501","Census Tract 9501","Census Tract 9501, Clatsop County, Oregon",,,2985,3368,3126,3035,271
"G4100070950199",,,"G4100070950199",,,,"Oregon","41","410","Clatsop County","007","0070","950199",,,"BNA 9501.99",,,,,,0,,,,
"G4100070950200",,,"G41000709502","G4100070950200","G4100070950200","G4100070950200","Oregon","41","410","Clatsop County","007","0070","950200",,,"BNA 9502","Census Tract 9502","Census Tract 9502","Census Tract 9502, Clatsop County, Oregon",,,3915,3731,3663,3541,318
"G4100070950300",,,"G41000709503","G4100070950300","G4100070950300","G4100070950300","Oregon","41","410","Clatsop County","007","0070","950300",,,"BNA 9503","Census Tract 9503","Census Tract 9503","Census Tract 9503, Clatsop County, Oregon",,,3708,3276,3039,3168,327
"G4100070950399",,,"G4100070950399",,,,"Oregon","41","410","Clatsop County","007","0070","950399",,,"BNA 9503.99",,,,,,44,,,,
"G4100070950400",,,"G41000709504","G4100070950400","G4100070950400","G4100070950400","Oregon","41","410","Clatsop County","007","0070","950400",,,"BNA 9504","Census Tract 9504","Census Tract 9504","Census Tract 9504, Clatsop County, Oregon",,,3084,3365,3492,3668,300
"G4100070950500",,,"G41000709505","G4100070950500","G4100070950500","G4100070950500","Oregon","41","410","Clatsop County","007","0070","950500",,,"BNA 9505","Census Tract 9505","Census Tract 9505","Census Tract 9505, Clatsop County, Oregon",,,3133,3943,4701,4659,146
"G4100070950600",,,"G41000709506","G4100070950600","G4100070950600","G4100070950600","Oregon","41","410","Clatsop County","007","0070","950600",,,"BNA 9506","Census Tract 9506","Census Tract 9506","Census Tract 9506, Clatsop County, Oregon",,,2402,2353,2554,2659,247
"G4100070950700",,,"G41000709507","G4100070950700","G4100070950700","G4100070950700","Oregon","41","410","Clatsop County","007","0070","950700",,,"BNA 9507","Census Tract 9507","Census Tract 9507","Census Tract 9507, Clatsop County, Oregon",,,1600,1744,2041,1934,225
"G4100070950800",,,"G41000709508",,,,"Oregon","41","410","Clatsop County","007","0070","950800",,,"BNA 9508",,,,,,1076,,,,
"G4100070950900",,,"G41000709509","G4100070950900","G4100070950900","G4100070950900","Oregon","41","410","Clatsop County","007","0070","950900",,,"BNA 9509","Census Tract 9509","Census Tract 9509","Census Tract 9509, Clatsop County, Oregon",,,3616,4461,4493,4148,322
"G4100070951000",,,"G41000709510",,,,"Oregon","41","410","Clatsop County","007","0070","951000",,,"BNA 9510",,,,,,1092,,,,
"G4100070951100",,,"G41000709511","G4100070951100","G4100070951100","G4100070951100","Oregon","41","410","Clatsop County","007","0070","951100",,,"BNA 9511","Census Tract 9511","Census Tract 9511","Census Tract 9511, Clatsop County, Oregon",,,1852,4191,4572,4578,404
"G4100070951200",,,"G41000709512","G4100070951200","G4100070951200","G4100070951200","Oregon","41","410","Clatsop County","007","0070","951200",,,"BNA 9512","Census Tract 9512","Census Tract 9512","Census Tract 9512, Clatsop County, Oregon",,,2780,2973,3035,3085,266
"G4100070951300",,,"G41000709513","G4100070951300","G4100070951300","G4100070951300","Oregon","41","410","Clatsop County","007","0070","951300",,,"BNA 9513","Census Tract 9513","Census Tract 9513","Census Tract 9513, Clatsop County, Oregon",,,2014,2225,2323,2593,280
"G4100070990000",,,,,"G4100070990000","G4100070990000","Oregon","41","410","Clatsop County","007","0070","990000",,,,,"Census Tract 9900","Census Tract 9900, Clatsop County, Oregon",,,,,0,0,12
"G4100070990100",,"G41000709901",,,,,"Oregon","41","410","Clatsop County","007","0070","990100",,"State: 41 County: 007 Tract: 9901",,,,,,2493,,,,,
"G4100070990200",,"G41000709902",,,,,"Oregon","41","410","Clatsop County","007","0070","990200",,"State: 41 County: 007 Tract: 9902",,,,,,5063,,,,,
"G4100070990299",,"G4100070990299",,,,,"Oregon","41","410","Clatsop County","007","0070","990299",,"State: 41 County: 007 Tract: 9902.99",,,,,,0,,,,,
"G4100070990300",,"G41000709903",,,,,"Oregon","41","410","Clatsop County","007","0070","990300",,"State: 41 County: 007 Tract: 9903",,,,,,4935,,,,,
"G4100070999999",,"G4100070999999",,,,,"Oregon","41","410","Clatsop County","007","0070","999999",,"State: 41 County: 007 Tract: 9999.99",,,,,,8215,,,,,
"G4100090970100",,,"G41000909701",,,,"Oregon","41","410","Columbia County","009","0090","970100",,,"BNA 9701",,,,,,551,,,,
"G4100090970200",,,"G41000909702","G4100090970200","G4100090970200","G4100090970200","Oregon","41","410","Columbia County","009","0090","970200",,,"BNA 9702","Census Tract 9702","Census Tract 9702","Census Tract 9702, Columbia County, Oregon",,,5406,5995,6154,6945,422
"G4100090970300",,,"G41000909703","G4100090970300","G4100090970300","G4100090970300","Oregon","41","410","Columbia County","009","0090","970300",,,"BNA 9703","Census Tract 9703","Census Tract 9703","Census Tract 9703, Columbia County, Oregon",,,4277,4040,4257,3909,312
"G4100090970400",,,"G41000909704","G4100090970400","G4100090970400","G4100090970400","Oregon","41","410","Columbia County","009","0090","970400",,,"BNA 9704","Census Tract 9704","Census Tract 9704","Census Tract 9704, Columbia County, Oregon",,,1983,2445,2472,2391,250
"G4100090970500",,,"G41000909705","G4100090970500","G4100090970500","G4100090970500","Oregon","41","410","Columbia County","009","0090","970500",,,"BNA 9705","Census Tract 9705","Census Tract 9705","Census Tract 9705, Columbia County, Oregon",,,4133,5493,6287,6067,381
"G4100090970600",,,"G41000909706","G4100090970600","G4100090970600","G4100090970600","Oregon","41","410","Columbia County","009","0090","970600",,,"BNA 9706","Census Tract 9706","Census Tract 9706","Census Tract 9706, Columbia County, Oregon",,,4276,5077,6118,6309,313
"G4100090970700",,,"G41000909707","G4100090970700","G4100090970700","G4100090970700","Oregon","41","410","Columbia County","009","0090","970700",,,"BNA 9707","Census Tract 9707","Census Tract 9707","Census Tract 9707, Columbia County, Oregon",,,3709,4110,4169,4117,372
"G4100090970800",,,"G41000909708","G4100090970800","G4100090970800","G4100090970800","Oregon","41","410","Columbia County","009","0090","970800",,,"BNA 9708","Census Tract 9708","Census Tract 9708","Census Tract 9708, Columbia County, Oregon",,,3925,5132,6851,6592,420
"G4100090970900",,,,"G4100090970900","G4100090970900","G4100090970900","Oregon","41","410","Columbia County","009","0090","970900",,,,"Census Tract 9709","Census Tract 9709","Census Tract 9709, Columbia County, Oregon",,,,3335,4877,4679,277
"G4100090970998",,,"G4100090970998",,,,"Oregon","41","410","Columbia County","009","0090","970998",,,"BNA 9709.98",,,,,,2754,,,,
"G4100090971000",,,,"G4100090971000","G4100090971000","G4100090971000","Oregon","41","410","Columbia County","009","0090","971000",,,,"Census Tract 9710","Census Tract 9710","Census Tract 9710, Columbia County, Oregon",,,,4239,4627,4778,346
"G4100090971098",,,"G4100090971098",,,,"Oregon","41","410","Columbia County","009","0090","971098",,,"BNA 9710.98",,,,,,3365,,,,
"G4100090971100",,,"G41000909711","G4100090971100","G4100090971100","G4100090971100","Oregon","41","410","Columbia County","009","0090","971100",,,"BNA 9711","Census Tract 9711","Census Tract 9711","Census Tract 9711, Columbia County, Oregon",,,3178,3694,3539,3530,283
"G4100090990100",,"G41000909901",,,,,"Oregon","41","410","Columbia County","009","0090","990100",,"State: 41 County: 009 Tract: 9901",,,,,,3454,,,,,
"G4100090990200",,"G41000909902",,,,,"Oregon","41","410","Columbia County","009","0090","990200",,"State: 41 County: 009 Tract: 9902",,,,,,3715,,,,,
"G4100090990300",,"G41000909903",,,,,"Oregon","41","410","Columbia County","009","0090","990300",,"State: 41 County: 009 Tract: 9903",,,,,,3349,,,,,
"G4100090999999",,"G4100090999999",,,,,"Oregon","41","410","Columbia County","009","0090","999999",,"State: 41 County: 009 Tract: 9999.99",,,,,,4250,,,,,
"G4100110000100",,,"G41001100001","G4100110000100","G4100110000100","G4100110000100","Oregon","41","410","Coos County","011","0110","000100",,,"Tract 1","Census Tract 1","Census Tract 1","Census Tract 1, Coos County, Oregon",,,5480,5651,5826,5596,475
"G4100110000200",,,"G41001100002","G4100110000200","G4100110000200","G4100110000200","Oregon","41","410","Coos County","011","0110","000200",,,"Tract 2","Census Tract 2","Census Tract 2","Census Tract 2, Coos County, Oregon",,,2435,2708,2456,2708,244
"G4100110000300",,,"G41001100003","G4100110000300","G4100110000300","G4100110000300","Oregon","41","410","Coos County","011","0110","000300",,,"Tract 3","Census Tract 3","Census Tract 3","Census Tract 3, Coos County, Oregon",,,3507,3410,3394,3497,308
